r,s,t,l,max_principal,loc_x,loc_y,loc_z,dir_x,dir_y,dir_z,root_name,order
0.015,0.01,0.0133,0.03,50.170494079589844,-0.132109,-2.95151,5.759958,0.6808025078734297,0.7324661182752985,0.0011536255739615646,r0015s001t00133l003,167.0
0.03,0.0,0.0133,0.03,41.86334228515625,0.0,-2.8194,6.447617,0.49191100676015925,0.8695261894783717,0.0441335160555942,r003t00133l003,168.0
0.03,0.005,0.0133,0.03,48.581974029541016,-0.132109,-2.95151,5.759958,0.6812702929892354,0.7320275593077884,0.002537775451802477,r003s0005t00133l003,169.0
0.03,0.01,0.0133,0.03,57.85384750366211,-0.132109,-2.95151,5.759958,0.6821103692810087,0.7312470995905599,0.001767331242206753,r003s001t00133l003,170.0
0.0,0.0,0.02,0.03,44.32072830200195,0.0,-2.8194,6.447617,0.4265920096453394,0.9044084238671434,0.008041153207116814,t002l003,171.0
0.0,0.005,0.02,0.03,46.9897346496582,0.0,-2.8194,6.447617,0.4501825028134135,0.892761000614622,0.01770621196727357,s0005t002l003,172.0
0.0,0.01,0.02,0.03,49.592891693115234,0.0,-2.8194,6.447617,0.4707372490140947,0.8820924194611689,0.017871931059162478,s001t002l003,173.0
0.015,0.0,0.02,0.03,45.984619140625,0.0,-2.8194,6.447617,0.4275036616886949,0.9039337600970657,0.012015681401339007,r0015t002l003,174.0
0.015,0.005,0.02,0.03,50.9716911315918,0.0,-2.8194,6.447617,0.46602204091408495,0.8845935211768519,0.017825814825970766,r0015s0005t002l003,175.0
0.015,0.01,0.02,0.03,56.01271438598633,-0.132109,-2.95151,5.759958,0.6709246562453028,0.7415246363241194,0.0011486368028185033,r0015s001t002l003,176.0
0.03,0.0,0.02,0.03,47.76531219482422,0.0,-2.8194,6.447617,0.43414067391396244,0.9003594457556938,0.029576066202765604,r003t002l003,177.0
0.03,0.005,0.02,0.03,54.70064926147461,0.0,-2.8194,6.447617,0.47970036764133817,0.8774173183635761,0.005138746971384947,r003s0005t002l003,178.0
0.03,0.01,0.02,0.03,63.68855667114258,-0.132109,-2.95151,5.759958,0.681620915598325,0.7317040044946804,0.0014755423916832154,r003s001t002l003,179.0
